  x,     y,    Z,    camp
    0.23227E+01,    0.46558E+01,    0.00000E+00,    0.62009E-01
    0.22433E+01,    0.46255E+01,    0.00000E+00,    0.62250E-01
    0.22507E+01,    0.47098E+01,    0.00000E+00,    0.62281E-01
    0.22186E+01,    0.46732E+01,    0.00000E+00,    0.62470E-01
    0.19768E+01,    0.45801E+01,    0.00000E+00,    0.63289E-01
    0.20233E+01,    0.46036E+01,    0.00000E+00,    0.63070E-01
    0.20044E+01,    0.45140E+01,    0.00000E+00,    0.62798E-01
    0.20647E+01,    0.45044E+01,    0.00000E+00,    0.62640E-01
    0.24419E+01,    0.47013E+01,    0.00000E+00,    0.61753E-01
    0.23565E+01,    0.47238E+01,    0.00000E+00,    0.61937E-01
    0.23076E+01,    0.46987E+01,    0.00000E+00,    0.62236E-01
    0.24130E+01,    0.47276E+01,    0.00000E+00,    0.61969E-01
    0.24403E+01,    0.47724E+01,    0.00000E+00,    0.61827E-01
    0.25340E+01,    0.48128E+01,    0.00000E+00,    0.61631E-01
    0.25236E+01,    0.48589E+01,    0.00000E+00,    0.61715E-01
    0.24115E+01,    0.47986E+01,    0.00000E+00,    0.62006E-01
    0.23313E+01,    0.47980E+01,    0.00000E+00,    0.62287E-01
    0.24247E+01,    0.48416E+01,    0.00000E+00,    0.61920E-01
    0.23899E+01,    0.49206E+01,    0.00000E+00,    0.61999E-01
    0.25132E+01,    0.49051E+01,    0.00000E+00,    0.61829E-01
    0.25028E+01,    0.49513E+01,    0.00000E+00,    0.61950E-01
    0.23767E+01,    0.48776E+01,    0.00000E+00,    0.62120E-01
