  x,     y,   camp
    0.10644E+02,    0.48306E+02,    0.13899E-01
    0.10505E+02,    0.48387E+02,    0.13930E-01
    0.10483E+02,    0.48087E+02,    0.13892E-01
    0.10630E+02,    0.48119E+02,    0.13756E-01
    0.93425E+01,    0.45986E+02,    0.13509E-01
    0.93971E+01,    0.46083E+02,    0.13590E-01
    0.93319E+01,    0.46061E+02,    0.13799E-01
    0.94141E+01,    0.45838E+02,    0.13303E-01
    0.93398E+01,    0.45840E+02,    0.13399E-01
    0.93096E+01,    0.45773E+02,    0.13317E-01
    0.92314E+01,    0.45842E+02,    0.13429E-01
    0.92453E+01,    0.45775E+02,    0.13360E-01
    0.91944E+01,    0.45728E+02,    0.13547E-01
